,comment
298,사랑해요 장기용씨
299,WTH!!!?? Na Kwon is watching youuuu Na Mo yaaaaa 
300,너 분명 나한테 귀여우면 가지라고 했다. 후회하지마라.
301,2:35초 눈 땡그라지는거.. 체고다....
302,こんな事されたら、女性ならすぐ恋に、おちるわ️️️️️️
303,"That slight nose crunch! Noooooo lemme breathe..wait , that nose crunch I repeat Nose crunch!"
304,와...설렌다...ㅋㅋ 저 말투 ㅋㅋ
305,나...그런...실수...하는...사람...아니에요....ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
306,그 돌직구 나에게해주지ㅎㅎㅎㅎㅎㅎㅎㅎㅎ기용찌ㅋㅋㅋ
307,뭔데 설레...
308,@1:15 초부터 나오는 노래 뭔지 아시는 분 계신가요..? 가사가 없어서 찾기도 힘들고..
309,한국에 저런 남자 없자나.........ㅠㅠ
310,와ㅋㅋㅋㅋㅋㅋㅋ대사봐봐ㄲㅋㅋㄱㅋㅋㄲ
311,진찌 현실에 저런 연하남 없냐 ㅅㅂ... 뭐 다들 부담스럽기만 하고 사람 불편하게만하고 하 장기용.... 귀여우면 가져야..지....
312,난 타미에게 너무 설레..
313,"귀여우면 가져야지...드르륵 탁..귀여우면 가져야지...드르륵 탁...귀여우면 가져야지...드르륵 탁...귀여우면 가져야지...드르륵 탁..귀여우면 가져야지...드르륵 탁..
귀여우면 가져야지...드르륵 탁..귀여우면 가져야지..."
314,뭐여... 저남자 신인류야 뭐야 와우...
315,"왐마야~,,, ㅠㅠ "
316,미성년자는 아니야 라니 귀여우면 가져야지 라니 ㅅㅂ....... 장기용 미친거아님 얼굴 목소리 도랏네...
317,아니 나 이거 왜 안 봤냐고... 천날만날 넷플릭스 보고 살면서 이거 왜 안 봤어 멍충아ㅠㅠ..
318,장기용목소리 기절하겟네^^
319,"와타시노 연애세포
아참 나 결혼했지"
320,이거 넷플릭스에는 안 뜨나요?ㅠㅜ보고싶은데
321,난 저런 연하남을 원한거야 진짜 어린게 아니고
322,저 언니 왜 안늙아 ㅠㅠㅠㅠㅠ 나만 늙어ㅠㅠㅠ
323,오늘부터 수족관하나 장만 할게ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ혼자 다써도돼니까 들어와ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
324,저런 연하어디서 구하냐 시불ㅠ
325,이런걸 자기들끼리만 보고있었다니 왜 나는 안알려줬습니까
326,뭐긴 키스받은 남자죠.. 하지만 미성년자는 아니야...  후 이 영상에 내가 얼만큼 샤우팅을 한건진 모르겠지만 확실한건 목에서 피가 올라오는 것 같다
327,남자가 봐도 ㅈㄴ 섹시하다..
328,장기용씨 제발 머리 맨날 올리고 나와요 ㅠㅠㅠ흑흑 내릴거면 제발 스타일링좀 ㅜㅜㅜㅜ
329,귀여우면 가져야지..귀여우면 가져야지..귀여우면 가져야지..귀여우면 가져야지..귀여우면 가져야지..귀여우면 가져야지..귀여우면 가져야지..
330,"미친새끼
존나멋있어"
331,귀여우면 가져야지...
332,아니 저분 뭐에요? 저 남자 뭐야? 뭔데 내 맘속에 노크도 안하고 들어옴?아니 이런사람 첨봄 내 귀가 녹아 없어져버릴 지경 진짜 존재해주셔서 감사합니다
333,1:36 1:36 1:36 부터 깔리는 브금 머죠 ㅠㅠㅠㅠ 2:00쯤부터 레드벨벳 about love inst.랑 너무 비슷해서 궁금해요 ㅠㅠㅠㅠㅠ
334,아니 저 3:15 찡긋 뭔디 ..... 돌아버리게 하네 진짜
335,2:36 눈 땡글 졸귀네 ㅅㅂ .. 미쳤다 저런게 연하라면 ㅆㅂ 바로 키갈 ! 키갈 !
336,왜 나는 하나도 안 설레고 느끼하냐.............
337,진짜 행복하다 시발ㅎㅎ
338,"장기용 ,,,,,, 혼자 입 씨익 하고 진짜 난리났다 새벽에,,,,,,,"
339,임수정님 나이가 어떻게 되시는건가용...?
340,귀여우면 가져야지 와 ㅁㅊ...
341,"1:15 미성년자는 아니야 
2:33 내가그날 잘했니??
3:21 귀여우면 가져야지"
342,"3:15 장기용 당신,,,도랐어? 미쳤어?"
343,"귀여우면 가져야지..
그래야지.."
344,"연하남 좋아하지 마라. 미래에는 어떨지 모르지만 아직은 아니야.
당장은 여자들의 화장과 꾸밈에 반해 결혼까지 할 지 모르지만 환상이 깨지는 순간 남자들 태도 돌변은 뻔히 보인다.
임수정이면 가능하다고 하는 댓글도 있던데 송중기 송혜교 커플 생각하면 미래가 썩 밝아보이지 않는다.
드라마는 드라마로 봐야지 현실을 망각하지는 말자."
345,누가이런 아들을 낳았을까?
346,"현실에  있나요 ㅠ ㅜ 아 꽤 오랜만에
소리지르면서 식탁 쳐내려서
유리깨질뻔했네  으앙"
347,"아 드라마로 연애를 대신합니다 시발 내인생 
장기용대사에 진심 심쿵하는 내가 싫다"
348,"뭐지? 이 남자, 내 타입 아닌데... 
갖구싶다... 헐~"
349,미성년자아니고 어장관리팀장 귀여우면 가져야지....  써먹을 누나가 없네...
350,Park Morgan 
351,시청률 삼십프로 나와야하는거 아뇨 ㅡ
352,뭐야....잘생겼어.......
353,"배타미씨! 배타미씨!!
비타민씨! 비타민씨!!"
354,3뷴47초 무슨노래에요?
355,"끄아아아아아아아악 왜 이걸 이제 봤지
미성년자는 아니야..."
356,3:15 찡긋 미쳤다....
357,와씨.....검블유 봐야겠다 안되겠다
358,아니 잠깐만 하룻밤 신이 원래 저렇게 작아???????? 시발 잠만 입술 만진다 와우 사랑한다️️️️️️️️️️️️
359,ㅁㅊ 개섹시하네 ㅋㅋㅋㅋㅋㅋㅋㅋ
360,어우야……어장 직진남
361,"1:25
미성년자는 아니야... 미성년자는 아니야..."
362,생활력 강하대 ㅋ
363,드라마는 드라마다... 실제로 저렇게 능글능글 거리는사람중 정상적인 사람 거의없고... 실제로 평범한 직장 동료가 그것도 나이도 어린데 저렇게 능글능글 거리면 짜증날것같음. 제가 드라마를 안보고 클립영상만 봐서 그런가여?
364,귀여우면 가져야지........ 가져야지... 가져가야지..가져..
365,He look like Yoo Ah In
366,"남자가 봐도 춋나 멋지게 생겼네

ㅅㅣ...이게 나라냐 >_<;;;"
367,Bae Ta Mi!!
368,뒤에 나오는노래가 뭔가요?
369,목소리 미쳤나 진짜
370,2:22 비타민씨 비타민씨 이러는줄
371,장기용이 하니까 왜이리 안느끼하냐
372,장기용씨 내가 당신보다 나이가 많았으면 좋겠어.
373,소프트 소지섭이네ㅎㅎㅎ
374,귀여우면 가져야지...........귀여우면 가져야지래......
375,귀여우면 가져야지 ...... ㅜㅜ
376,"뭐긴~, 키스받은 남자 죠ㅝ ~>< 와후..."
377,Jantungku yang tenang ya
378,와 개잘생겼어
379,ㅋㅋㅋㅋㅋㅋㅋ
380,제 랄친구가 장기용이랑 도플갱어거든여 근데 장가가서 애키우다 보니 아저씨가 다 됐음 연기를하라고 조언을 해줄껄
381,저게 그냥 남자가 말을 잘하는게 아니라 끼부리는거였구나ㅋㅋ 남잔데 처음 알았음
382,마지막에 노래 뭐에요??
383,귀여우면 가져야지.............
384,실수하는 사람 아니래.
385,그 어장에 들어가볼라고....... 그 어장에 들어가볼라고....... 그 어장에 들어가볼라고....... 그 어장에 들어가볼라고.......귀여우면 가져야지..... 귀여우면 가져야지..... 귀여우면 가져야지..... 귀여우면 가져야지.....
386,뭐야....... 처음 보는 배우인데 장..장기용..??? 하 내 장기까지 바치고 싶다
387,저런인생살고싶어여
388,수십번봤다.근데또본다..지금
389,Here  jang  kiyoung  was probably  26 years  of age ?!!?
390,귀여우면 가져야지래!!!!!!!!!!꺄아악!!!!!!!!!!
391,3:15 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
392,이드라마 제목이 뭐예요?
393,여기나온대사 진찌다맘에듬
394,아니....목소리가 무슨....ㅠㅠㅠㅠㅠㅠㅠㅠ
395,귀여우면가져야지 귀여우면가져야지~~!!!
396,3:15 아 코찡끗진짜 아 꿈에라도나와죠제발
397,녹뉸돠...뇩아...ㅠㅠㅠ
398,나는 왜 똥파리 연하만 꼬임 ㅜㅜㅜ
399,이드라마 제목이 뭐예염???
400,마지막에 노래 뭐에요??
401,"술자리 가지다가 잠자리도 하는구나 어른은,,,,,,,"
402,오늘부터 장기홍정주행이다..
403,귀여우면 가져야지. ㅇ꺄올
404,귀여운건....가지는거랬다.....
405,미친 소름돋게 느끼하고 오그라드는데 내 광대 진정하고 그만 내려와
406,연하만세 ㅠ ㅠ
407,나도 갖고싶다 귀여운 장기용
408,남주분 영화 나쁜녀석들 그 경찰대생 아님?
409,이런 사람이 세상에 존재하겠냐......
410,1:26 3:15 생각날 때 마다 와서 봐여징
411,작가가 연예를 책하고 영화로 한듯. 첫날 갈때까지 간 사이가 무슨 저런 썸을 타냐. 진짜 현실감 떨어져서. 간사이는 썸의 방식과 질도 달라.
412,역시 쎆쓰가최고야
413,아깝다 군대 미리 다녀오지
414,연하들 다 받아적으세요... 미성..년자...는 아니...야... 이 새벽에 미치네
415,진짜 볼수록 ㅠㅠㅠㅠ태연이 임수정 닮았네 ㅠㅠ
416,장기용이면 백번 잔다
417,What's the name of this drama??
418,말 속도가 너무 섹시해.......
419,"모건이 엄마는 모건이를 어떻게 키운거야,,,,,,,, ha"
420,"1:24 치이고갑니다
3:19 아..또치엿네"
421,난왜자꾸 저남자가 이진호닮은거같지??
422,끄앙 귀엽다 진짜 나도 누나할래
423,시버.. 같은남자가 봐도 섹시하네
424,Hㅏ.. 오져 진짜
425,귀여우면가져야지.........
426,목소리에 표정까지 그냥 훅가네
427,목소리 좋네.
428,이 시바 저건 신이 내린 얼굴과목소리야 난 확신해 시바 하 같은세상에 살게해주서서 감사요
429,목소리진짜...뭐냐...
430,와 목소리 지려따
431,Cho xin tên phim đi bạn rất cảm ơn
432,달달~하고만~
433,ㅅㅂ 제목은 첫날밤인데 정작 4분짜리 영상에 첫날밤은 3초 나옴;;;; 이게 말이냐 방구냐
434,귀여우면 가져야지. 그럼 그럼 그래야지.
435,남자목소리 오바쥬ㅜㅜㅜㅜ
436,너무 연하가 억지같다 ㅜㅜ....
437,그치... 귀여우면 가져야지...
438,장기용 관심 없었는데...허...ㄹ
439,헐 어장같은거 하녜ㅠㅠㅠㅠㅠㅠㅠ 저런사람이 있을꼬
440,장기용 목소리 왜케 허세로 쩌들었냐....안어울림;;
441,"1:16 부터 나오는 브금 대체 뭐죠 진짜 미쳐벌여 저 브금 나올때 분위기에 처돌이됐읍니다........ 브금이 다 했다,,,,,"
442,와 시발 목소리 고막 살살 녹는다
443,0:47 this is for what you came here
444,나도 누가 나이 물으면 이제 미성년자는 아니야 해야지 ㅎ
445,"사귄다는건 어떤의미냐?
만날때마다 하는거
그럼 애인은?
하고싶을때마다 만나는거
그러면 사랑하는건?
만날때마다 6~7번 막 하는거"
446,하 치명적이야
447,아 짜증나는데 젛당 ㅎ ㅎ ㅎㅋㅋㅋ
448,현실: 개꿀이죠
449,장기하 잘생겼노..부럽도
450,누나... 걘 너무 어려 날 가져
451,으으ㅏ그어가드아가가규ㅠㅠㅠㅠ
452,꺄~ 키스받은 남자 ^^
453,와좋다
454,하.... 좋네
455,귀 녹는중
456,현실에 이런남자가 있어요..?
457,이런 연하남 어디 없어요?
458,카리스마~
459,형때문에 잠을 못자요....
460,왜 기여우면 가져야지 얘기 안하냐... 기여우면 가져야지 가져야지 가죠야쥐 .............기여우면 가죠야쥐
461,혹시 어장관리 같은거해요? 그 어장에 들어가보려고....  귀여우면 가져야지...... 모건아 ㅠㅠㅠㅠㅠㅠㅠㅠ
462,더 올려 더!!!!!!!!!!
463,2:49 팩수는 말할 차격도 헙냐?
464,가지래ㅋㅋㅋㅋㅋㅋ
465,와 귀여우면 가지래 헐헐
466,귀여우면 가져야지!!!!!!!!!!!!!!!!!!!!!!!!!악;&4;&4악악악!!!!!!!!!!!
467,배타미씨!! 이러는데 비타민씨로 들었...ㅎ
468,빌푸ㅠㅠ 연기하네....
469,복습할 때가 왔구나..
470,"난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요...
난 그런 실수하는 사람 아니예요..."
471,Ai co thẻ cho mình đoạn nhạc piano trong game ko ạ
472,침대 나오자마자 잤어??? 잤네 잤어 함ㅋㅋㅋ
473,누가 나 턱 괴고 바라봐준게 언제더라...
474,찐 소장각 드라마임
475,2:48 뭔가 슬빵 해롱이느낌..
476,나도 저런 남자랑 자봤으면....하아
477,꺄아아아아아악!// 쩐다
478,이거 진짜 존잼인데 보세요들
479,모건이 대사써먹어야지 .....마음에도 없는 여자랑 하룻밤 자는..뭐 그런나쁜남자에요?
480,"3:15 코 찡긋....,, 미쳣나바"
481,
482,임수정이면 최고쥐
483,끼어야야아아ㅑ야아야야야야ㅑ야ㅏ아ㅏㅇ아ㅏㅇ
484,미성년자는 아니야~
485,귀여워 미치겠는데 갖는 방법좀요
486,ㅁㅊ 이번엔 이거다
487,ايش اسم الممثل
488,뭘까~.... ㅈㅈ 왜케 멋진거임.. 설레게 ~~~
489,"내가.,,,내가 가질래 ㅠㅜㅜㅠㅠㅜㅜㅜㅠㅜㅜㅠㅜㅠㅠㅠㅜㅡㅜ"
490,아 난 왜 장기용 목소리 뭐에 걸린 것처럼 답답하게 느껴지냐
491,귀여우몀 가져야지
492,아 좋네;
493,미성년자는 아냐 와 도랏
494,아니 박모건 베이비 아이유분홍신 뮤비 보고 또왔다
495,장기용한테 감기려고 철권도 연습하고 왔어요. 문 열어주세요!!!!!
496,클랏네 판타지에 눈이 맞춰졌으니
497,"섹드립빼고 커리어만 가자..수준떨어진다..

작가가 러브에 환상이 많네.."
498,1:18 와...찢었다
499,조얼라 섹쉬해 후
500,저건 이동형 피아노 인가요?
501,언니 나도 미성년자는 아니야
502,지금팩중인데 내가그날잘햇니  주름생길뻔햇자나요
503,장기용 잘생겼긴 했는데 왜이렇게 최준생각이나지 ㅋㅋ
504,미성년자는 아니야... 메모
505,실제로도 10살차이네
506,광대야 들썩이지마...아냐 내려와..
507,소지섭+윤두준 닮았다..
508,미쳤다
509,응 응 응 후방주의!!! 하면서 들어옴
510,와 존나 미쳤다 시발
511,Vitamin C! Vitamin C!
512,와 진짜 발린다
513,임수정 존나이쁘네;
514,아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ왜내가 봤을까ㅠ왜 클릭하고야만했는가ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ으악 치잉다
515,뭘 잘해? 뭘 잘해애
516,키스 받은 남자죠 ㅎ
517,이거 결말어케됐음 ? 보다말아서 ㅠ
518,크 시바 존나잘생겻네
519,미쳤네........
520,코찡긋 오졌다
521,현실에 없는 남자네
522,아 오글거려 항마력 딸려 꺄ㅏ아아아아아앙
523,코 찡긋 치인다...
524,
525,해리포터 보다 더한 판타지
526,나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..? 나쁜 여자 뭐 그런 거예요..?
527,긔여우면 가져야지
528,입꼬리가 안내려오네 ㅇㄴ 내 잇몸 사막됨
529,카메라도 술 취했음
530,내 어장도 열렸어 야 ㅋㅋ
531,하섹시해
532,어우씨 개설레
533,임수정하고  띠동갑인데...
534,아니 항마력 개딸리는데...
535,시바 내가 왜 이걸 안 봤지
536,저...져기요.....  제 변태같은 입꼬리 좀 내려주세요.. ... 진짜 저런 남자가 있나요? 있다면 어디 있나요 돈 마니 벌어서 갈게요ㅠㅜㅜㅜㅠ
537,"내 남자의 비즈니스 내 남자의 비즈니스
내 남자의 비즈니스 내 남자의 비즈니스
내 남자의 비즈니스 내 남자의 비즈니스
내 남자의 비즈니스 내 남자의 비즈니스
내 남자의 비즈니스 내 남자의 비즈니스
내 남자의 비즈니스 내 남자의 비즈니스"
538,"연상과 사귀려면

최소, 배우 ""박혜미""정도 마인드와 능력 있는 여성 정도 되어야 한다.

그래야. . 사랑 받을때는 한없이 받고, 버림 받아도 깔끔하게 버림 받을 수 있으니까. . ㅋ


작가 누군지 몰라도 머리에 똥냄새 난다.ㅋ"
539,이거 봐야지.. 장기용 나오네.. ㅅㅂ
540,아이유때릴때부터 이사람 뜨겠구나 싶었음
541,"번져서요.
너 몇살이니?
미성년자는 아니야(훗)"
542,"그냥 이거 보고 계속 든 생각이 

잘생겻다 잘생겻다 잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다 잘생겻다 잘생겻다 잘생겻다 잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다 잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다잘생겻다 잘생겻다잘생겻다잘생겻다잘생겻어잘생겻다잘생겻다잘생겻다잘생겻다 ㅇㄴ ㄹㅇ 잘생겻네?진짜 욕나오게 잘생김 찐텐으로 잘생겻다고. 진짜 어쩌라고 ㄹㅇ 잘생겻다감자."
